player_id,last_name,first_name,approach_150_200_score,approach_overall_score,driving_accuracy_score,corridor_discipline,sg_putt_regressed,sg_arg_score,par3_performance,form_trend,form_class,anti_pattern_flags,debut_discount_applied,confidence_band,tvl_score,hew_score,brie_score,vfr_score
P048,HOFFMAN,CHARLEY,0.002,0.04,0.07,37.16666666666667,-0.63,-0.451,49.925,0.17,NEUTRAL,weak-APP/no-CH|acc-neg/app-neg|ANTI-PATTERN,False,WIDE,-0.246,-0.914,-0.005,-0.451
P076,LEE,JUNGHWAN,,0.06,0.0,48.666666666666664,0.349,-0.23,37.894999999999996,0.1,NEUTRAL,weak-APP/no-CH,False,WIDE,-0.436,-1.647,-0.807,-0.23
P127,SCHOTT,FREDDY,,0.03,0.09,42.33333333333333,-0.146,-0.137,42.08,0.11,NEUTRAL,weak-APP/no-CH|acc-neg/app-neg|renaissance-debut|ANTI-PATTERN,True,VERY_WIDE,-0.147,-0.234,-0.528,-0.137
P033,FRITTELLI,DYLAN,,0.03,0.16,36.0,-0.354,0.44,42.08,0.39,WARM,weak-APP/no-CH|acc-neg/app-neg|ANTI-PATTERN,False,WIDE,-0.549,-0.633,-0.528,0.44
P061,KATSURAGAWA,YUTO,,0.04,-0.03,54.833333333333336,-0.405,-0.23,41.795,0.16,NEUTRAL,weak-APP/no-CH,False,WIDE,-0.141,-0.913,-0.547,-0.23
P091,MERONK,ADRIAN,0.0,0.03,0.12,39.33333333333333,0.032,-0.148,42.485,-0.31,COOL,weak-APP/no-CH|acc-neg/app-neg|ANTI-PATTERN,False,VERY_WIDE,-0.289,-0.624,-0.501,-0.148
P095,NAIDOO,DYLAN,,0.08,0.03,47.166666666666664,-0.443,-0.014,34.879999999999995,0.47,WARM,weak-APP/no-CH,False,WIDE,-0.29,-1.663,-1.008,-0.014
P102,OK,TAEHOON,,0.05,-0.04,57.166666666666664,-0.534,0.553,38.855000000000004,-1.04,COLD,weak-APP/no-CH|renaissance-debut|ANTI-PATTERN,True,VERY_WIDE,-0.386,-1.135,-0.743,0.553
P045,HIGHSMITH,JOE,-0.029,0.03,0.07,44.333333333333336,-0.604,-0.133,47.405,0.1,NEUTRAL,weak-APP/no-CH|acc-neg/app-neg|ANTI-PATTERN,False,VERY_WIDE,-0.357,-0.648,-0.173,-0.133
P118,RILEY,DAVIS,-0.034,0.05,0.2,34.166666666666664,0.261,-0.195,41.735,0.23,NEUTRAL,weak-APP/no-CH|acc-neg/app-neg|ANTI-PATTERN,False,WIDE,-0.876,-1.706,-0.551,-0.195
P074,LARRAZABAL,PABLO,,0.06,0.06,43.666666666666664,-0.294,-0.233,41.33,-0.33,COOL,weak-APP/no-CH|acc-neg/app-neg|ANTI-PATTERN,False,VERY_WIDE,-0.563,-1.001,-0.578,-0.233
P153,WILLETT,DANNY,-0.091,0.05,0.06,43.666666666666664,0.186,-0.041,38.6,0.14,NEUTRAL,weak-APP/no-CH|acc-neg/app-neg|ANTI-PATTERN,False,WIDE,-0.525,-1.234,-0.76,-0.041
P059,JOHNSTON,RYGGS,,0.07,0.14,38.5,-0.45,-0.328,36.065,-0.67,COOL,weak-APP/no-CH|acc-neg/app-neg|ANTI-PATTERN,False,VERY_WIDE,-0.425,-1.361,-0.929,-0.328
P138,STRYDOM,OCKIE,,0.1,0.12,39.0,-0.779,-0.332,28.174999999999997,-0.09,NEUTRAL,weak-APP/no-CH|acc-neg/app-neg|ANTI-PATTERN,False,VERY_WIDE,-1.088,-2.941,-1.455,-0.332
