player_name,events_played,wins,x_wins,x_wins_majors,rounds_played,shotlink_played,putt_true,arg_true,app_true,ott_true,t2g_true,total_true
"Malnati, Peter",17,0,0,0,49,42,0.439179286,0.219992619,-0.863519286,-0.948359762,-1.591886429,-1.012774898
"Bautista, Austin",19,0,0,0,63,2,-1.389165,0.393525,-0.95848,0.01372,-0.551235,-1.01515254
"Law, David",19,0,0.003,0,58,28,-0.07452,-0.3556525,-1.1380975,0.003170357,-1.490579643,-1.016193793
"Meronk, Adrian",15,0,0,0,56,56,-0.088369286,-0.161798571,-0.520593929,-0.24808375,-0.93047625,-1.018844821
"Masaveu, Luis",15,0,0,0,56,40,-0.12096375,-0.071333,-0.62269375,-0.1268165,-0.82084325,-1.026506786
"Hardy, Nick",18,0,0,0,52,26,-0.347459231,-0.021257308,-0.601326154,-0.006421538,-0.629005,-1.033278846
"Wolff, Matthew",10,0,0,0,40,40,-0.06479475,-0.3814875,-0.6207905,0.025265,-0.977013,-1.041807
"Highsmith, Joe",20,0,0,0,61,58,-0.406225517,-0.096707069,-0.124823966,-0.385327931,-0.606858966,-1.054892951
"Crocker, Sean",17,0,0,0,50,34,-0.807196471,-0.329906176,-0.029925,0.063045294,-0.296785882,-1.0578272
"Kinhult, Marcus",17,0,0,0,56,36,-0.263063333,-0.079699444,-0.401565278,-0.074869722,-0.556134444,-1.065940357
"Mazzoli, Stefano",20,1,0.005,0,58,34,0.250456176,0.007525588,-0.767452059,-0.024302059,-0.784228529,-1.077248103
"Quayle, Anthony",18,0,0,0,50,22,0.343275455,-0.472569545,-0.654178182,-0.643612273,-1.77036,-1.0875708
"Salinda, Isaiah",7,0,0,0,21,14,-0.458501429,-0.648773571,-0.243235714,0.530909286,-0.3611,-1.101597143
"Campbell, Brian",21,0,0,0,58,56,0.045360536,-0.062590536,-0.425087143,-0.636067857,-1.123745536,-1.120083448
"Villegas, Camilo",17,0,0,0,55,36,0.047873056,0.1184625,-0.227037222,-0.799367778,-0.9079425,-1.131139273
"Sargent, Gordon",15,0,0.002,0,41,34,-0.062019706,0.113185588,-1.727711176,0.268651471,-1.345874118,-1.138619268
"Lombard, Zander",17,0,0.003,0,53,26,-0.164144615,-0.015233846,-1.283657308,-0.359346154,-1.658237308,-1.142543585
"Rumford, Brett",3,0,0,0,10,0,,,,,,-1.147971
"Lemke, Niklas",12,0,0,0,36,24,-0.255326667,-0.299006667,-0.4887175,-0.236152917,-1.023877083,-1.157784167
"Ramsay, Richie",15,0,0,0,40,32,0.02071125,-0.038559375,-0.497053438,-0.335239063,-0.870851875,-1.159302
"Bland, Richard",10,0,0,0,40,40,-0.54336775,0.1556075,-0.07330575,-0.705741,-0.62343925,-1.166807
"Bjerregaard, Lucas",9,0,0,0,28,16,0.143451875,-0.06457625,-0.32570625,-0.80548875,-1.19577125,-1.184791786
"Walker, Jimmy",2,0,0,0,4,4,-0.5084975,0.3197725,-0.4227825,-0.5737525,-0.6767625,-1.185265
"Kang, Jeffrey",17,0,0,0,49,44,-0.448276364,0.041552955,-0.177570909,-0.509567273,-0.645585227,-1.186137551
"Sterne, Richard",15,1,0.001,0,44,28,-0.0223175,-0.101099286,-0.257295714,-0.256508214,-0.614903214,-1.193333864
"Hirata, Kensei",18,0,0,0,51,46,-0.344333913,-0.027907391,-0.662111522,-0.095655652,-0.785674565,-1.199350588
"Riley, Davis",20,0,0.002,0,60,53,0.354850377,-0.249440755,-0.587870189,-0.943993396,-1.78130434,-1.210974667
"Walker, Euan",17,0,0.001,0,48,28,-0.08849,-0.031959286,-0.678359643,-0.618794643,-1.329113571,-1.212696667
"Willett, Danny",16,0,0.001,0,44,38,0.158865,-0.047304474,-0.483668421,-0.619903947,-1.150876842,-1.215975909
"Girrbach, Joel",21,0,0,0,58,35,-0.991934,-0.139828286,0.203536286,0.033573429,0.097281429,-1.218421379
"Kaewkanjana, Sadom",15,0,0,0,48,26,0.075365,-0.19874,-0.609066923,-0.555732308,-1.363539231,-1.235519792
"Dantorp, Jens",17,0,0,0,51,36,0.15319,-0.050313333,-0.374563611,-0.637613056,-1.06249,-1.238727255
"Norlander, Henrik",10,0,0,0,30,11,-0.398347273,0.036431818,-0.149209091,-0.700077273,-0.812854545,-1.249498667
"Walker, Danny",19,0,0,0,57,50,-0.6186422,-0.0411558,-0.357472,-0.3386486,-0.7372764,-1.250164561
"Katsuragawa, Yuto",21,0,0,0,65,42,-0.375139524,-0.109249286,-0.685430238,-0.127323095,-0.922002619,-1.253606923
"Lower, Justin",15,0,0,0,45,40,-0.20046625,-0.153076,-0.72250475,-0.28130125,-1.156882,-1.25512
"Hidalgo, Angel",21,0,0,0,66,44,-0.178344773,-0.3682525,-0.367662955,0.104340455,-0.631575,-1.256968939
"Asaji, Yosuke",15,0,0,0,57,40,0.1899405,-0.02881475,-0.5021155,-0.80081825,-1.3317485,-1.260205088
"Von Dellingshausen, Nicolai",15,0,0,0,50,48,-0.363860208,0.033053958,-0.750195,-0.140447708,-0.85758875,-1.2608666
"Gumberg, Jordan",20,1,0.024,0,56,28,-1.114758214,-0.31725,-0.513036786,0.370645714,-0.459641071,-1.263526964
"Lee, Junghwan",18,0,0,0,55,28,0.119897143,-0.1640725,-0.884470357,-0.390130357,-1.438673214,-1.264560909
"Jonsson, Tobias",19,0,0,0,58,30,-0.692483333,-0.185296667,-0.385174333,0.025885,-0.544586,-1.267684138
"Fisher, Ross",16,0,0,0,52,34,-0.703430588,-0.484465882,-0.414439118,0.119459412,-0.779445588,-1.272182885
"Celli, Filippo",18,0,0,0,45,35,0.260736286,-0.085303429,-0.696276571,-0.247022286,-1.028602286,-1.279013778
"McDowell, Graeme",11,0,0,0,42,42,-0.281982857,-0.32237619,-0.128807381,-0.560984762,-1.012168333,-1.294151905
"Hoshino, Rikuya",19,0,0,0,57,43,0.175385116,-0.29598,-0.625282093,-0.505857209,-1.427119302,-1.300436667
"Byrd, Jonathan",11,0,0,0,32,18,0.375413333,0.639014444,-0.951788889,-0.870798333,-1.183572778,-1.30100625
"Helligkilde, Marcus",9,0,0,0,23,18,-1.240833889,0.127276111,0.382133333,0.013201111,0.522610556,-1.321541739
"Adam, Cameron",18,0,0,0,58,28,0.236661429,-0.359714643,-0.230979286,-0.840145714,-1.430839643,-1.330013103
"Young, Daniel",18,0,0,0,53,28,-0.440824643,-0.201009286,-0.633436071,-0.477143929,-1.311589286,-1.335888113
"Garcia Rodriguez, Sebastian",19,0,0,0,63,30,-0.688396667,-0.199189667,-0.923624667,-0.04647,-1.169284333,-1.337384286
