Last Name,First Name,main-tour-inner,main-tour-hover,L5 Tournament-Type 1,L5 Tournament-Type 1,L5 Place-Type 1,L5 Tournament-Type 2,L5 Tournament-Type 2,L5 Place-Type 2,L5 Tournament-Type 3,L5 Tournament-Type 3,L5 Place-Type 3,L5 Tournament-Type 4,L5 Tournament-Type 4,L5 Place-Type 4,L5 Tournament-Type 5,L5 Tournament-Type 5,L5 Place-Type 5,SG-PUTT,SG-ARG
FRITTELLI,DYLAN,DPT,DP World Tour,Turkish Airlines Open,DP World Tour,T48,Estrella Damm Catalunya Championship,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,T11,DS Automobiles 83° Open d’Italia,DP World Tour,CUT,-0.49,0.43
CABRERA BELLO,RAFA,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,T66,Soudal Open,DP World Tour,T6,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,CUT,DS Automobiles 83° Open d’Italia,DP World Tour,T4,-0.5,-0.11
NYHOLM,PONTUS,PGA,PGA Tour,Zurich Classic of New Orleans,PGA Tour,CUT,ONEflight Myrtle Beach Classic,PGA Tour,CUT,THE CJ CUP Byron Nelson,PGA Tour,T31,Charles Schwab Challenge,PGA Tour,CUT,RBC Canadian Open,PGA Tour,CUT,-0.51,0.16
RODGERS,PATRICK,PGA,PGA Tour,PGA Championship,Major,T49,THE CJ CUP Byron Nelson,PGA Tour,CUT,Charles Schwab Challenge,PGA Tour,T47,the Memorial Tournament presented by Workday,PGA Tour,71,U.S. Open,Major,T60,-0.51,-0.61
HOSONO,YUSAKU,JPN,Japan Golf Tour,Kansai Open Golf Championship,Japan Golf Tour,T26,Japan PGA Championship Senko Group Cup,Japan Golf Tour,T14,Gate Way To The Open Mizuno Open,Japan Golf Tour,1,BMW Japan Golf Tour Championship Mori Building Cup,Japan Golf Tour,T18,Hana Bank Invitational,KPGA Korean Tour,CUT,-0.51,0.33
PHILLIPS,CHANDLER,PGA,PGA Tour,ONEflight Myrtle Beach Classic,PGA Tour,T15,THE CJ CUP Byron Nelson,PGA Tour,CUT,Charles Schwab Challenge,PGA Tour,CUT,RBC Canadian Open,PGA Tour,CUT,U.S. Open,Major,CUT,-0.51,-0.07
DA COSTA RODRIGUES,DANIEL,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,CUT,Soudal Open,DP World Tour,T43,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,T6,DS Automobiles 83° Open d’Italia,DP World Tour,CUT,-0.51,0.12
BOLTON,BEN,AM,Amateur,Spanish Amateur Copa S M El Rey,Amateur,T33,European Nations Cup - Copa Sotogrande,Amateur,T9,Lytham Trophy,Amateur,3,The Amateur Championship,Amateur,T13,European Amateur Championship,Amateur,T3,-0.52,0.41
HIDALGO PORTILLO,ANGEL,DPT,DP World Tour,Soudal Open,DP World Tour,T53,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,CUT,U.S. Open,Major,T19,DS Automobiles 83° Open d’Italia,DP World Tour,T21,-0.52,0.71
SHEILS DONEGAN,NIALL,AM,Amateur,Tar Heel Intercollegiate,Amateur,T33,2026 ACC Men's Golf Championship - Stroke Play,Amateur,1,NCAA DI Men's National Championship- Stroke Play,Amateur,T10,The Amateur Championship,Amateur,T33,European Amateur Championship,Amateur,T42,-0.52,0.76
RAMEY,CHAD,PGA,PGA Tour,Zurich Classic of New Orleans,PGA Tour,CUT,ONEflight Myrtle Beach Classic,PGA Tour,T32,THE CJ CUP Byron Nelson,PGA Tour,CUT,Charles Schwab Challenge,PGA Tour,CUT,RBC Canadian Open,PGA Tour,T59,-0.52,-0.58
WU,ASHUN,DPT,DP World Tour,Volvo China Open,DP World Tour,T48,Turkish Airlines Open,DP World Tour,T8,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,T29,KLM Open,DP World Tour,T66,DS Automobiles 83° Open d’Italia,DP World Tour,CUT,-0.52,0.42
LEVY,ALEXANDER,DPT,DP World Tour,Turkish Airlines Open,DP World Tour,T17,Estrella Damm Catalunya Championship,DP World Tour,CUT,Soudal Open,DP World Tour,T31,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,T48,KLM Open,DP World Tour,T24,-0.53,0.33
CHANG,PAUL,AM,Amateur,Lewis Chitengwa Memorial,Amateur,T61,2026 ACC Men's Golf Championship - Stroke Play,Amateur,T1,NCAA Winston-Salem Regional,Amateur,T20,NCAA DI Men's National Championship- Stroke Play,Amateur,T17,Blue Cross and Blue Shield of Kansas Wichita Open presented by Syndeo,PGA Tour Americas,T5,-0.53,0.61
JUNG,HANMIL,KOR,KPGA Korean Tour,KPGA Gyeongbuk Open,KPGA Korean Tour,T31,Kolon The 68th KOREA Open,ASA,T23,The 69th KPGA Championship with A-ONE CC,KPGA Korean Tour,T17,Hana Bank Invitational,KPGA Korean Tour,1,KPGA Gunsan CC Open,KPGA Korean Tour,T49,-0.54,1.43
FUJIMOTO,YOSHINORI,JPN,Japan Golf Tour,JAPAN PLAYERS CHAMPIONSHIP CHALLENGE in FUKUI,undefined,T34,Kansai Open Golf Championship,Japan Golf Tour,T11,Japan PGA Championship Senko Group Cup,Japan Golf Tour,1,Gate Way To The Open Mizuno Open,Japan Golf Tour,T42,BMW Japan Golf Tour Championship Mori Building Cup,Japan Golf Tour,T7,-0.54,0.88
KINHULT,MARCUS,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,T71,Soudal Open,DP World Tour,T54,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,T2,KLM Open,DP World Tour,T48,DS Automobiles 83° Open d’Italia,DP World Tour,CUT,-0.54,0.43
PRINSLOO,JACO,AFR,Sunshine Tour,FBC ZIM Open,Sunshine Tour,T17,Kit Kat Cash & Carry Pro-Am,Sunshine Tour,T5,SunBet Challenge hosted by Sun Boardwalk,Sunshine Tour,4,The Mopani Zambia Open,Sunshine Tour,T9,KCM Golf Challenge,Sunshine Tour,T11,-0.55,0.39
BERGSTROM,ALBIN,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,CUT,Soudal Open,DP World Tour,T43,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,T13,KLM Open,DP World Tour,T11,DS Automobiles 83° Open d’Italia,DP World Tour,56,-0.55,0.75
BLANCHET,CHANDLER,PGA,PGA Tour,Truist Championship,PGA Tour,T42,PGA Championship,Major,T52,THE CJ CUP Byron Nelson,PGA Tour,T44,Charles Schwab Challenge,PGA Tour,T67,RBC Canadian Open,PGA Tour,CUT,-0.55,-0.72
SPRINGER,HAYDEN,PGA,PGA Tour,Zurich Classic of New Orleans,PGA Tour,CUT,ONEflight Myrtle Beach Classic,PGA Tour,T2,THE CJ CUP Byron Nelson,PGA Tour,T24,Charles Schwab Challenge,PGA Tour,CUT,RBC Canadian Open,PGA Tour,CUT,-0.55,-0.22
IDERIHA,TAICHIRO,JPN,Japan Golf Tour,The Crowns,Japan Golf Tour,T11,Kansai Open Golf Championship,Japan Golf Tour,T30,Japan PGA Championship Senko Group Cup,Japan Golf Tour,T36,Gate Way To The Open Mizuno Open,Japan Golf Tour,T6,BMW Japan Golf Tour Championship Mori Building Cup,Japan Golf Tour,T10,-0.56,1.14
SHIPLEY,NEAL,PGA,PGA Tour,ONEflight Myrtle Beach Classic,PGA Tour,T51,THE CJ CUP Byron Nelson,PGA Tour,T38,Charles Schwab Challenge,PGA Tour,T40,RBC Canadian Open,PGA Tour,T65,U.S. Open,Major,CUT,-0.57,-0.31
SATO,TAIHEI,JPN,Japan Golf Tour,Kansai Open Golf Championship,Japan Golf Tour,5,Japan PGA Championship Senko Group Cup,Japan Golf Tour,T6,Gate Way To The Open Mizuno Open,Japan Golf Tour,T38,BMW Japan Golf Tour Championship Mori Building Cup,Japan Golf Tour,CUT,U.S. Open,Major,T14,-0.57,0.44
HACK,JHARED,CHA,Challenge Tour,Challenge de España,Challenge Tour,T5,Swiss Challenge,Challenge Tour,T16,Interwetten Open,Challenge Tour,T21,English Open supported by HotelPlanner,Challenge Tour,T14,Blot Play9,Challenge Tour,T17,-0.57,0.21
YUAN,CARL,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,T15,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,U.S. Open,Major,T48,Memorial Health Championship presented by LRS,Korn Ferry Tour,T12,-0.57,0.44
PENGE,MARCO,PGA,PGA Tour,Valero Texas Open,PGA Tour,T30,Masters Tournament,Major,T21,RBC Heritage,PGA Tour,T49,Zurich Classic of New Orleans,PGA Tour,CUT,PGA Championship,Major,T77,-0.58,-1.07
MANASSERO,MATTEO,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,T32,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,T53,KLM Open,DP World Tour,CUT,DS Automobiles 83° Open d’Italia,DP World Tour,CUT,-0.58,0.14
PENG,BO,CHN,China Tour,Volvo China Open,DP World Tour,1,Straits Cup Xiamen Open,China Tour,T13,HONGYUNLANG·Nanjing Open,China Tour,T52,Shanghai Open,China Tour,T18,Bangkok Classic,undefined,T2,-0.6,1.51
SADDIER,ADRIEN,PGA,PGA Tour,PGA Championship,Major,CUT,THE CJ CUP Byron Nelson,PGA Tour,CUT,Charles Schwab Challenge,PGA Tour,T40,U.S. Open,Major,CUT,DS Automobiles 83° Open d’Italia,DP World Tour,T42,-0.6,-0.45
HALVORSEN,ANDREAS,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,T32,Soudal Open,DP World Tour,T31,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,T41,KLM Open,DP World Tour,WD,DS Automobiles 83° Open d’Italia,DP World Tour,T59,-0.61,0.04
ATKINS,MATT,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,T62,UNC Health Championship,Korn Ferry Tour,T15,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,T7,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,T27,Memorial Health Championship presented by LRS,Korn Ferry Tour,CUT,-0.61,0.27
BROWN,DAN,PGA,PGA Tour,ONEflight Myrtle Beach Classic,PGA Tour,CUT,PGA Championship,Major,CUT,THE CJ CUP Byron Nelson,PGA Tour,T75,Charles Schwab Challenge,PGA Tour,CUT,RBC Canadian Open,PGA Tour,T47,-0.61,-0.8
ELVIRA MIJARES,IGNACIO,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,T11,Soudal Open,DP World Tour,T25,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,T25,DS Automobiles 83° Open d’Italia,DP World Tour,CUT,-0.61,0.06
LAHIRI,ANIRBAN,LIV,LIV Golf,Mexico City,LIV Golf,10,Virginia,LIV Golf,T46,Korea,LIV Golf,T44,Andalucia,LIV Golf,CUT,International Series Morocco presented by Visit Morocco,Asian Tour,T41,-0.62,0.03
SAVOIE,JOEY,PTA,PGA Tour Americas,94 Abierto del Centro Zurich presentado por Personal,PGA Tour Americas,T67,Diners Club Peru Open,PGA Tour Americas,T27,KIA Open de Ecuador presentado por Diners Club,PGA Tour Americas,T33,RBC Canadian Open,PGA Tour,CUT,Blue Cross and Blue Shield of Kansas Wichita Open presented by Syndeo,PGA Tour Americas,1,-0.62,1.2
VRZICH,JOEY,PTA,PGA Tour Americas,94 Abierto del Centro Zurich presentado por Personal,PGA Tour Americas,T7,Diners Club Peru Open,PGA Tour Americas,T27,Mexico Championship presented by Scotia Wealth Management,PGA Tour Americas,T48,Inter Rapidisimo Golf Championship,PGA Tour Americas,T7,Blue Cross and Blue Shield of Kansas Wichita Open presented by Syndeo,PGA Tour Americas,T29,-0.62,0.67
THOMAS,RAYHAN,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,T39,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,T60,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,CUT,Memorial Health Championship presented by LRS,Korn Ferry Tour,T3,-0.63,0.61
WILLETT,DANNY,PGA,PGA Tour,ONEflight Myrtle Beach Classic,PGA Tour,CUT,THE CJ CUP Byron Nelson,PGA Tour,T45,KLM Open,DP World Tour,70,RBC Canadian Open,PGA Tour,CUT,DS Automobiles 83° Open d’Italia,DP World Tour,T7,-0.64,0.61
TRUSLOW,AUSTEN,ASA,Asian Tour,International Series Japan,Asian Tour,T13,Singapore Open presented by The Business Times,Asian Tour,4,The 45th GS Caltex Maekyung Open,ASA,T43,Kolon The 68th KOREA Open,ASA,T27,am green IGPL Bharath Classic,Asian Tour,T49,-0.64,0.06
LANGASQUE,ROMAIN,DPT,DP World Tour,Turkish Airlines Open,DP World Tour,T54,Estrella Damm Catalunya Championship,DP World Tour,T53,Soudal Open,DP World Tour,T70,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,T11,DS Automobiles 83° Open d’Italia,DP World Tour,T53,-0.65,0.03
SOLOMON,JACOB,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,T35,UNC Health Championship,Korn Ferry Tour,T58,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,T25,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,CUT,Memorial Health Championship presented by LRS,Korn Ferry Tour,CUT,-0.66,0.89
HIGGS,HARRY,KFT,Korn Ferry Tour,THE CJ CUP Byron Nelson,PGA Tour,T14,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,T43,U.S. Open,Major,T58,-0.66,0.2
WIEDEMEYER,TIM,AM,Amateur,Mountaineer Invitational at Pete Dye,Amateur,T65,Big 12 Men's Golf Championship,Amateur,T15,NCAA Corvallis Regional,Amateur,7,The Amateur Championship,Amateur,1,European Amateur Championship,Amateur,T5,-0.66,0.34
LAGERGREN,JOAKIM,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,CUT,Soudal Open,DP World Tour,T17,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,4,DS Automobiles 83° Open d’Italia,DP World Tour,CUT,-0.66,-0.21
BAE,YONGJUN,KOR,KPGA Korean Tour,KPGA Gyeongbuk Open,KPGA Korean Tour,T3,THE CJ CUP Byron Nelson,PGA Tour,T18,The 69th KPGA Championship with A-ONE CC,KPGA Korean Tour,T62,Hana Bank Invitational,KPGA Korean Tour,T39,KPGA Gunsan CC Open,KPGA Korean Tour,T16,-0.67,0.36
LEBIODA,HANK,PGA,PGA Tour,Zurich Classic of New Orleans,PGA Tour,CUT,ONEflight Myrtle Beach Classic,PGA Tour,T6,THE CJ CUP Byron Nelson,PGA Tour,74,Charles Schwab Challenge,PGA Tour,CUT,RBC Canadian Open,PGA Tour,T62,-0.68,-0.21
TETAK,TADEÁŠ,CHA,Challenge Tour,Challenge de Catalunya,Challenge Tour,T7,Challenge de España,Challenge Tour,T51,Swiss Challenge,Challenge Tour,T31,Interwetten Open,Challenge Tour,T7,English Open supported by HotelPlanner,Challenge Tour,T2,-0.69,1.33
JOHANNESSEN,KRISTIAN K.,CHA,Challenge Tour,Italian Challenge Open,Challenge Tour,CUT,Danish Golf Challenge,Challenge Tour,T30,Swiss Challenge,Challenge Tour,T28,Interwetten Open,Challenge Tour,2,English Open supported by HotelPlanner,Challenge Tour,T21,-0.69,0.2
SILVERMAN,BEN,PGA,PGA Tour,Zurich Classic of New Orleans,PGA Tour,T54,ONEflight Myrtle Beach Classic,PGA Tour,CUT,THE CJ CUP Byron Nelson,PGA Tour,CUT,RBC Canadian Open,PGA Tour,CUT,U.S. Open,Major,17,-0.69,-0.1
KINOSHITA,RYOSUKE,JPN,Japan Golf Tour,The Crowns,Japan Golf Tour,T4,Kansai Open Golf Championship,Japan Golf Tour,T20,Japan PGA Championship Senko Group Cup,Japan Golf Tour,WD,Gate Way To The Open Mizuno Open,Japan Golf Tour,CUT,BMW Japan Golf Tour Championship Mori Building Cup,Japan Golf Tour,T2,-0.7,-0.05
KIM,ANTHONY,LIV,LIV Golf,South Africa,LIV Golf,T20,Mexico City,LIV Golf,56,Virginia,LIV Golf,T43,Korea,LIV Golf,T21,Andalucia,LIV Golf,T6,-0.7,0.15
VENTURA,KRIS,PGA,PGA Tour,Zurich Classic of New Orleans,PGA Tour,CUT,ONEflight Myrtle Beach Classic,PGA Tour,T2,THE CJ CUP Byron Nelson,PGA Tour,CUT,Charles Schwab Challenge,PGA Tour,CUT,RBC Canadian Open,PGA Tour,CUT,-0.7,-0.77
WESTMORELAND,KYLE,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,WD,UNC Health Championship,Korn Ferry Tour,T39,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,CUT,Memorial Health Championship presented by LRS,Korn Ferry Tour,T54,-0.71,0.71
ORTIZ,CARLOS,LIV,LIV Golf,Mexico City,LIV Golf,T21,Virginia,LIV Golf,T17,Korea,LIV Golf,T52,Andalucia,LIV Golf,CUT,U.S. Open,Major,T30,-0.71,-0.65
MAZZOLI,STEFANO,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,T48,Soudal Open,DP World Tour,T13,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,T19,DS Automobiles 83° Open d’Italia,DP World Tour,CUT,-0.71,0.39
FLAVIN,PATRICK,PTA,PGA Tour Americas,Diners Club Peru Open,PGA Tour Americas,T48,KIA Open de Ecuador presentado por Diners Club,PGA Tour Americas,2,Mexico Championship presented by Scotia Wealth Management,PGA Tour Americas,T54,Inter Rapidisimo Golf Championship,PGA Tour Americas,CUT,Blue Cross and Blue Shield of Kansas Wichita Open presented by Syndeo,PGA Tour Americas,T8,-0.71,0.68
CANNON,WILL,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,T29,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,T66,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,T3,Memorial Health Championship presented by LRS,Korn Ferry Tour,T33,-0.71,0.13
DOUGHERTY,KEVIN,KFT,Korn Ferry Tour,Colonial Life Charity Classic,Korn Ferry Tour,T14,Visit Knoxville Open,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,T15,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,T10,Memorial Health Championship presented by LRS,Korn Ferry Tour,CUT,-0.72,0.13
FRANCOEUR,CHRIS,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,T55,UNC Health Championship,Korn Ferry Tour,T29,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,T55,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,T33,Memorial Health Championship presented by LRS,Korn Ferry Tour,T48,-0.72,0.21
SCRIVENER,JASON,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,T58,Soudal Open,DP World Tour,T37,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,T30,KLM Open,DP World Tour,CUT,DS Automobiles 83° Open d’Italia,DP World Tour,CUT,-0.73,0.03
HARRINGTON,PADRAIG,CHAMP,PGA Tour Champions,Insperity Invitational,PGA Tour Champions,CUT,PGA Championship,Major,T27,RBC Canadian Open,PGA Tour,T18,U.S. Open,Major,2,DICK'S Open,PGA Tour Champions,CUT,-0.73,0.62
GOODMAN,DREW,PTA,PGA Tour Americas,Diners Club Peru Open,PGA Tour Americas,T20,KIA Open de Ecuador presentado por Diners Club,PGA Tour Americas,CUT,Mexico Championship presented by Scotia Wealth Management,PGA Tour Americas,T9,Inter Rapidisimo Golf Championship,PGA Tour Americas,T17,Blue Cross and Blue Shield of Kansas Wichita Open presented by Syndeo,PGA Tour Americas,T32,-0.73,0.54
EASTERBROOK,SAM,AM,Amateur,Big Ten Men's Golf Championships,Amateur,T5,NCAA Corvallis Regional,Amateur,T9,NCAA DI Men's National Championship- Stroke Play,Amateur,T9,The Amateur Championship,Amateur,T20,European Amateur Championship,Amateur,T16,-0.73,1.34
NABETANI,TAICHI,JPN,Japan Golf Tour,The Crowns,Japan Golf Tour,T16,Kansai Open Golf Championship,Japan Golf Tour,T10,Gate Way To The Open Mizuno Open,Japan Golf Tour,T12,BMW Japan Golf Tour Championship Mori Building Cup,Japan Golf Tour,T13,Hana Bank Invitational,KPGA Korean Tour,T48,-0.73,1
BALLESTER,JOSE LUIS,LIV,LIV Golf,Virginia,LIV Golf,55,Soudal Open,DP World Tour,5,Korea,LIV Golf,T34,Andalucia,LIV Golf,CUT,DS Automobiles 83° Open d’Italia,DP World Tour,CUT,-0.73,-0.83
LEE,SANG-HEE,KOR,KPGA Korean Tour,Kolon The 68th KOREA Open,ASA,T3,Gate Way To The Open Mizuno Open,Japan Golf Tour,T26,The 69th KPGA Championship with A-ONE CC,KPGA Korean Tour,T58,Hana Bank Invitational,KPGA Korean Tour,T5,KPGA Gunsan CC Open,KPGA Korean Tour,T14,-0.73,0.78
WOLCOTT,HUNTER,KFT,Korn Ferry Tour,Diners Club Peru Open,PGA Tour Americas,T30,Visit Knoxville Open,Korn Ferry Tour,T20,UNC Health Championship,Korn Ferry Tour,T8,Inter Rapidisimo Golf Championship,PGA Tour Americas,66,Memorial Health Championship presented by LRS,Korn Ferry Tour,CUT,-0.74,1.13
TRACE,TRAVIS,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,T40,UNC Health Championship,Korn Ferry Tour,T15,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,T34,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,CUT,Memorial Health Championship presented by LRS,Korn Ferry Tour,CUT,-0.74,0.13
ELVIRA,MANUEL,DPT,DP World Tour,Turkish Airlines Open,DP World Tour,T7,Estrella Damm Catalunya Championship,DP World Tour,CUT,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,T55,DS Automobiles 83° Open d’Italia,DP World Tour,T30,-0.75,-0.11
ADAM,CAMERON,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,T38,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,T41,KLM Open,DP World Tour,T60,DS Automobiles 83° Open d’Italia,DP World Tour,T47,-0.75,0.43
BROWN,HAMISH,CHA,Challenge Tour,Italian Challenge Open,Challenge Tour,T2,Challenge de Catalunya,Challenge Tour,T16,Danish Golf Challenge,Challenge Tour,2,Swiss Challenge,Challenge Tour,T13,Interwetten Open,Challenge Tour,T66,-0.75,0.41
HUMPHREY,THEO,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,T65,UNC Health Championship,Korn Ferry Tour,T6,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,T55,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,T45,Memorial Health Championship presented by LRS,Korn Ferry Tour,T54,-0.75,0.6
GALLETTI,NICOLO,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,T6,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,T45,Memorial Health Championship presented by LRS,Korn Ferry Tour,CUT,-0.75,-0.38
SCHOTT,FREDDY,DPT,DP World Tour,Turkish Airlines Open,DP World Tour,CUT,Estrella Damm Catalunya Championship,DP World Tour,CUT,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,DS Automobiles 83° Open d’Italia,DP World Tour,CUT,-0.76,0.23
ANDERSEN,MASON,KFT,Korn Ferry Tour,Colonial Life Charity Classic,Korn Ferry Tour,CUT,Visit Knoxville Open,Korn Ferry Tour,T47,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,T13,Memorial Health Championship presented by LRS,Korn Ferry Tour,CUT,-0.76,-0.07
TANKERSLEY,CAMERON,AM,Amateur,Mossy Oak Collegiate,Amateur,T42,2026 SEC Men's Golf Championship Stroke Play,Amateur,T7,NCAA Winston-Salem Regional,Amateur,T24,NCAA DI Men's National Championship- Stroke Play,Amateur,T31,Blue Cross and Blue Shield of Kansas Wichita Open presented by Syndeo,PGA Tour Americas,2,-0.76,0.55
KATSURAGAWA,YUTO,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,T32,Soudal Open,DP World Tour,T37,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,T59,KLM Open,DP World Tour,CUT,DS Automobiles 83° Open d’Italia,DP World Tour,T26,-0.76,0.31
MOLDOVAN,MAXWELL,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,T53,UNC Health Championship,Korn Ferry Tour,T52,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,T55,Memorial Health Championship presented by LRS,Korn Ferry Tour,T17,-0.76,0.48
LAMB,RICK,KFT,Korn Ferry Tour,Colonial Life Charity Classic,Korn Ferry Tour,CUT,Visit Knoxville Open,Korn Ferry Tour,T51,UNC Health Championship,Korn Ferry Tour,T29,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,T53,Memorial Health Championship presented by LRS,Korn Ferry Tour,T19,-0.76,0.14
ALBERTSE,LOUIS,CHA,Challenge Tour,SunBet Challenge hosted by Sun Boardwalk,Sunshine Tour,T41,Swiss Challenge,Challenge Tour,T7,Interwetten Open,Challenge Tour,13,English Open supported by HotelPlanner,Challenge Tour,T57,Blot Play9,Challenge Tour,2,-0.77,0.83
JAEGER,STEPHAN,PGA,PGA Tour,ONEflight Myrtle Beach Classic,PGA Tour,WD,PGA Championship,Major,CUT,THE CJ CUP Byron Nelson,PGA Tour,T18,Charles Schwab Challenge,PGA Tour,CUT,RBC Canadian Open,PGA Tour,T9,-0.77,-0.61
RAMSAY,RICHIE,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,CUT,Soudal Open,DP World Tour,T17,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,T6,DS Automobiles 83° Open d’Italia,DP World Tour,CUT,-0.77,0.07
KOZUMA,JINICHIRO,JPN,Japan Golf Tour,Kansai Open Golf Championship,Japan Golf Tour,WD,Japan PGA Championship Senko Group Cup,Japan Golf Tour,T27,Gate Way To The Open Mizuno Open,Japan Golf Tour,T15,BMW Japan Golf Tour Championship Mori Building Cup,Japan Golf Tour,T14,International Series Morocco presented by Visit Morocco,Asian Tour,T14,-0.77,0.43
CATLIN,JOHN,CHA,Challenge Tour,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,1,Swiss Challenge,Challenge Tour,CUT,International Series Morocco presented by Visit Morocco,Asian Tour,CUT,English Open supported by HotelPlanner,Challenge Tour,T14,Blot Play9,Challenge Tour,T31,-0.77,0.5
