rank_model,player_id,player_display,name_key,data_depth_class,baseline_confidence_band,neutral_skill_sg,neutral_skill_index,sg_total_12m,sg_ott_12m,sg_app_12m,sg_arg_12m,sg_putt_12m,sg_t2g_12m,sg_rounds_12m,wins_12m,dd_delta,da_delta,trait_app_wedge,trait_app_100_150,trait_app_150_200,trait_ott_accuracy,trait_ott_distance,trait_putt_short_conv,trait_putt_lag,trait_arg_rough,trait_arg_bunker,trait_par5_scoring,cf_adj_total,cf_short_game,cf_approach,cf_distance,cf_accuracy,cf_putt_2_5ft,cf_putt_5_30ft,cf_rough,cf_bunker,shotdist_50_100,shotdist_100_150,shotdist_150_200,shotdist_200plus,venue_fit_score,venue_fit_delta,venue_fit_conf_band,venue_history_rounds,venue_history_sg,venue_history_delta,venue_history_conf_band,debut_flag,debut_class,injury_flag,ap_bomb_and_spray,ap_wedge_liability,ap_poor_birdie_conv,ap_rough_approach_liab,primary_trait_driver,primary_risk_trait,trait_summary_label
58,75,"Glover, Lucas",GLOVER_LUCAS,medium,medium,-0.22,70.59344552701506,-0.24,0.07,0.3,-0.01,-0.59,0.35,63,0.0,-12.4,9.8,84.72524354487847,84.47058823529412,84.47324522006929,61.87413872301334,49.11627906976745,54.44925444925447,56.77302829620711,45.35695115405261,51.38490926456542,82.65269244669318,0.19,0.05,0.0,0.03,0.11,6.9,11.9,2.0,1.3,1.6,6.0,6.2,3.7,73.53179966920625,2.938354142191187,medium,48,0.769,1.2456,medium,False,,False,False,False,True,False,APP_Wedge,ARG_Rough,APP_Wedge+APP_150-200; weak ARG_Rough
59,57,"Power, Seamus",POWER_SEAMUS,deep,high,0.02,74.84499557130204,0.02,-0.02,-0.26,0.1,0.11,-0.19,92,0.0,-4.6,2.4,70.57599546013431,71.31503267973856,71.26481029984173,45.56729444189253,53.48837209302325,72.967772967773,70.31908488862129,56.682769726248,61.46131805157593,68.57607517166606,0.02,-0.02,0.0,0.01,0.03,6.9,11.7,2.1,1.4,1.8,6.1,6.0,3.5,66.570693825003,-8.274301746299031,high,28,1.008,2.8887999999999994,medium,False,,False,False,True,False,False,PUTT_BirdieConv,OTT_Accuracy,PUTT_BirdieConv+APP_100-150; weak OTT_Accuracy
60,59,"Smotherman, Austin",SMOTHERMAN_AUSTIN,deep,high,0.01,74.66784765279009,0.01,0.35,0.69,-0.48,-0.29,0.57,78,1.0,-1.0,5.8,93.98467795327721,93.66797385620916,93.61392702852986,59.11805236564081,66.97674418604652,64.55026455026454,67.00782661047556,12.775093934514217,22.39732569245464,93.51282977954463,0.11,0.05,0.0,0.0,0.07,7.0,12.0,1.9,1.2,1.8,6.1,6.0,3.5,76.49388682219471,1.8260391694046234,high,10,-0.592,-0.14400000000000002,medium,False,,False,False,False,True,True,APP_Wedge,ARG_Rough,APP_Wedge+APP_100-150; weak ARG_Rough
61,60,"Roy, Kevin",ROY_KEVIN,deep,high,-0.01,74.31355181576617,-0.01,0.08,-0.4,0.14,0.28,-0.18,95,0.0,1.7,1.8,67.33188309845833,68.02091503267974,67.95414688395569,45.7969683050069,61.95348837209303,77.46512746512748,76.12883804936781,63.87546967257114,63.56255969436485,68.17853270690279,-0.03,-0.02,0.0,0.0,-0.01,6.9,11.7,2.2,1.4,1.9,6.1,5.9,3.4,66.32902860043123,-7.984523215334946,high,8,1.477,4.232,medium,False,,False,False,True,False,False,PUTT_BirdieConv,OTT_Accuracy,PUTT_BirdieConv+PUTT_Lag; weak OTT_Accuracy
62,64,"Brown, Blades",BROWN_BLADES,deep,high,-0.04,73.7821080602303,-0.04,-0.07,0.31,-0.09,0.28,0.15,98,0.0,6.5,0.3,84.35637945710774,84.72679738562091,84.64006159373795,40.376665135507594,62.04651162790699,79.62962962962962,80.34316676700782,40.633387010198604,47.18242597898759,78.8398988073726,-0.01,0.0,0.0,-0.01,0.0,7.0,11.9,2.0,1.3,1.9,6.1,5.8,3.4,72.7139310433134,-1.0681770169169056,high,0,,0.0,none,True,A,False,False,False,False,True,APP_100-150,OTT_Accuracy,APP_100-150+APP_150-200; weak OTT_Accuracy
63,32,"Im, Sungjae",IM_SUNGJAE,deep,high,0.22,78.38795394154118,0.22,0.28,-0.56,0.47,0.13,0.18,90,0.0,-1.5,2.5,62.96226236640501,64.25620915032681,64.19008511912399,51.309141019751955,64.55813953488372,71.33237133237134,65.44250451535216,83.3601717659689,80.89780324737343,72.58764004336827,-0.03,-0.06,0.0,0.0,0.03,6.8,11.5,2.2,1.4,1.8,6.1,5.9,3.5,65.78486906504297,-12.603084876498215,high,14,0.565,-0.9087999999999999,medium,False,,False,False,True,False,False,ARG_Rough,OTT_Accuracy,ARG_Rough+ARG_Bunker; weak OTT_Accuracy
64,61,"Blair, Zac",BLAIR_ZAC,deep,high,-0.01,74.31355181576617,-0.01,-0.38,0.62,-0.1,-0.21,0.14,106,0.0,-18.5,5.3,91.67691289132696,92.0,92.01847812139098,44.878272852549394,31.069767441860467,64.50216450216453,63.75677302829619,35.21202361782071,46.65711556829035,78.73147813516444,0.12,0.01,0.0,0.04,0.08,6.9,11.8,1.9,1.3,1.6,6.0,6.3,3.7,73.38640654855023,-0.9271452672159484,high,20,-0.398,-0.04000000000000001,medium,False,,False,False,False,True,True,APP_150-200,OTT_Distance,APP_150-200+APP_100-150; weak OTT_Distance
65,39,"Hisatsune, Ryo",HISATSUNE_RYO,deep,high,0.12,76.61647475642162,0.12,0.41,0.27,-0.03,-0.28,0.64,120,0.0,-0.3,3.1,83.43894826444718,83.78562091503268,83.71615552418838,54.8001837390905,69.30232558139535,62.65031265031268,63.96748946417817,39.34514224369296,46.036294173829994,89.71810625225876,0.04,0.01,0.0,0.0,0.04,6.9,11.9,1.9,1.2,1.8,6.1,5.9,3.5,72.1591116263071,-4.45736313011453,high,8,-0.656,-2.4768,medium,False,,False,False,False,True,True,PAR5_Scoring,ARG_Rough,PAR5_Scoring+APP_100-150; weak ARG_Rough
66,74,"Hubbard, Mark",HUBBARD_MARK,deep,high,-0.23,70.41629760850311,-0.23,-0.23,0.19,0.03,-0.26,-0.01,97,0.0,-5.5,-0.3,81.87836943157099,81.90326797385622,81.85123401343085,36.28847037207167,46.79069767441861,63.17941317941321,63.60626128838045,47.7187332259796,53.48615090735434,73.56342609324177,0.04,0.03,0.0,0.01,0.0,6.9,11.8,2.0,1.3,1.8,6.1,6.0,3.5,67.74203749905958,-2.674260109443537,high,28,0.687,1.808,medium,False,,False,False,False,True,False,APP_100-150,OTT_Accuracy,APP_100-150+APP_Wedge; weak OTT_Accuracy
67,41,"Hossler, Beau",HOSSLER_BEAU,deep,high,0.12,76.61647475642162,0.12,-0.08,-0.48,0.23,0.45,-0.33,83,0.0,-2.3,-2.1,64.9673697153126,66.13856209150327,66.07211600153984,35.50757923748279,53.76744186046511,81.96248196248199,77.42323901264292,64.35856146001075,68.29035339063991,63.516443801951574,-0.06,-0.05,0.0,0.0,-0.02,6.9,11.6,2.1,1.4,1.9,6.1,5.9,3.5,63.87973719327353,-12.736737563148097,high,18,0.46,1.0512000000000001,medium,False,,False,False,True,False,False,PUTT_BirdieConv,OTT_Accuracy,PUTT_BirdieConv+PUTT_Lag; weak OTT_Accuracy
68,46,"Ventura, Kris",VENTURA_KRIS,deep,high,0.07,75.73073516386184,0.07,0.17,-0.34,-0.15,0.31,-0.32,71,0.0,5.6,0.5,69.03433273432327,69.4326797385621,69.34856067410924,45.0620119430409,67.90697674418604,80.42328042328042,81.15593016255265,46.75254965110038,48.32855778414517,68.55800505963137,-0.02,0.0,0.0,-0.01,-0.01,7.0,11.9,2.2,1.4,1.9,6.1,5.8,3.4,66.61525508097222,-9.115480082889619,high,6,-0.994,-1.4016,medium,False,,False,False,True,False,False,PUTT_Lag,OTT_Accuracy,PUTT_Lag+PUTT_BirdieConv; weak OTT_Accuracy
69,50,"Ramey, Chad",RAMEY_CHAD,deep,high,0.06,75.55358724534986,0.06,0.06,-0.31,-0.04,0.37,-0.29,90,0.0,-0.5,1.1,69.44102903622435,70.13856209150327,70.08854099833182,44.281120808452016,59.34883720930233,79.84607984607986,80.67429259482236,53.247450348899626,54.10697230181471,67.87134080231297,-0.01,-0.02,0.0,0.0,0.0,6.9,11.8,2.2,1.4,1.8,6.1,6.0,3.5,67.05567480905637,-8.49791243629349,high,10,-1.011,-1.8104,medium,False,,False,False,True,False,False,PUTT_Lag,OTT_Accuracy,PUTT_Lag+PUTT_BirdieConv; weak OTT_Accuracy
70,81,"Young, Carson",YOUNG_CARSON,deep,high,-0.36,68.11337466784767,-0.36,-0.13,-0.15,-0.27,-0.21,-0.54,99,0.0,-6.5,3.9,73.5836564834957,73.90326797385622,73.86971213482184,46.577859439595784,48.651162790697676,66.66666666666666,67.06803130644187,34.83628556092324,37.726838586437445,64.7813516443802,0.08,0.01,0.0,0.01,0.05,7.0,11.9,2.1,1.3,1.7,6.1,6.1,3.6,64.99835315915014,-3.1150215086975237,high,10,1.289,3.676,medium,False,,False,False,False,False,True,APP_100-150,ARG_Rough,APP_100-150+APP_150-200; weak ARG_Rough
71,132,"Feagles, Michael",FEAGLES_MICHAEL,medium,medium,-1.12,54.65013286093888,-1.44,,,,,,48,0.0,-10.4,-0.4,76.62914972098743,76.25620915032681,76.22225073784165,38.952687184198446,46.74418604651163,72.08994708994709,73.82600842865742,59.849704777240994,59.980897803247366,70.26563064691001,0.05,0.05,0.0,0.02,-0.01,7.0,11.9,2.3,1.5,1.8,6.1,6.1,3.5,68.97468418213,14.324551321191123,medium,2,-4.222,-0.0432,low,False,,False,False,False,False,False,APP_Wedge,OTT_Accuracy,APP_Wedge+APP_100-150; weak OTT_Accuracy
72,40,"Keefer, Johnny",KEEFER_JOHNNY,deep,high,0.12,76.61647475642162,0.12,0.51,0.37,-0.38,-0.5,0.5,100,1.0,11.9,-0.8,86.45606734134115,86.15947712418301,86.0173660122332,48.828663298116695,82.88372093023256,58.994708994709,63.42564720048159,18.67954911433171,27.65042979942694,90.73003252620167,0.01,0.05,0.0,-0.03,-0.01,7.0,12.1,1.9,1.2,2.0,6.2,5.6,3.3,70.06581333496327,-6.550661421458358,high,0,,0.0,none,True,B,False,True,False,True,True,PAR5_Scoring,ARG_Rough,PAR5_Scoring+APP_Wedge; weak ARG_Rough
73,73,"Ewart, A.J.",EWART_A.J.,deep,high,-0.17,71.47918511957485,-0.17,-0.22,-0.1,0.14,0.54,-0.18,84,0.0,-0.5,-1.2,74.09439137425518,75.0797385620915,75.0117626930151,34.451079467156646,51.53488372093024,84.34343434343438,81.96869355809753,59.04455179817499,63.56255969436485,68.17853270690279,-0.06,-0.04,0.0,0.0,-0.03,6.9,11.7,2.1,1.4,1.9,6.1,5.9,3.4,68.11370518862934,-3.3654799309455115,high,0,,0.0,none,True,A,False,False,False,False,False,PUTT_BirdieConv,OTT_Accuracy,PUTT_BirdieConv+PUTT_Lag; weak OTT_Accuracy
74,37,"Whaley, Vince",WHALEY_VINCE,deep,high,0.14,76.97077059344552,0.14,-0.37,-0.33,0.14,0.57,-0.55,95,0.0,0.8,-6.4,68.5803461647593,69.66797385620916,69.58381453441122,21.635277905374377,48.55813953488373,85.13708513708515,83.98555087296803,63.87546967257114,63.56255969436485,59.3603180339718,-0.12,-0.05,0.0,0.0,-0.07,6.9,11.7,2.2,1.4,2.0,6.1,5.8,3.4,62.915508179624304,-14.055262413821218,high,14,-0.5,-0.9735999999999999,medium,False,,False,False,True,False,False,PUTT_BirdieConv,OTT_Accuracy,PUTT_BirdieConv+PUTT_Lag; weak OTT_Accuracy
75,144,"Adler, Patrick",ADLER_PATRICK,thin,low,-0.14400000000000002,71.93976970770593,,,,,,,0,,,0.0,75.84413127778303,76.25620915032681,76.18803199452499,39.73357831878733,56.04651162790698,69.92544492544496,70.5147501505117,50.18786902844875,55.68290353390639,70.26563064691001,,,,,,,,,,,,,,66.84920994960792,-5.09055975809801,low,0,,0.0,none,True,A,False,False,False,False,False,APP_100-150,OTT_Accuracy,APP_100-150+APP_150-200; weak OTT_Accuracy
76,108,"Dunlap, Nick",DUNLAP_NICK,medium,medium,-0.655,62.8875110717449,-0.82,-1.12,0.31,0.01,0.0,-0.8,58,0.0,-5.8,-10.3,84.13884422585832,84.72679738562091,84.65717096539629,0.0,21.674418604651162,70.05772005772008,68.54304635761585,46.5378421900161,61.03151862464182,55.25840260209613,-0.12,-0.01,0.0,0.01,-0.11,6.9,11.7,2.0,1.5,2.0,6.1,5.9,3.4,60.370382206007775,-2.517128865737128,medium,6,0.873,4.4336,medium,False,,False,False,False,False,False,APP_100-150,OTT_Accuracy,APP_100-150+APP_150-200; weak OTT_Accuracy
77,101,"Goodwin, Noah",GOODWIN_NOAH,deep,high,-0.69,62.26749335695306,-0.69,-0.1,-0.39,-0.11,-0.02,-0.59,82,0.0,-4.7,4.1,68.11690154166273,68.2562091503268,68.20651011591599,47.266881028938926,51.162790697674424,69.52861952861954,70.10836845273926,49.114331723027384,50.429799426934096,61.58294181423925,0.06,0.02,0.0,0.01,0.03,6.9,11.8,2.2,1.4,1.8,6.1,6.0,3.5,64.25589796453639,1.9884046075833268,high,2,-3.841,-0.044800000000000006,low,False,,False,False,True,False,False,PUTT_Lag,OTT_Accuracy,PUTT_Lag+PUTT_BirdieConv; weak OTT_Accuracy
78,98,"Garnett, Brice",GARNETT_BRICE,medium,medium,-0.52,65.27900797165634,-0.64,-0.25,-0.25,-0.15,0.07,-0.65,67,0.0,-12.3,6.9,71.05835619029605,71.52941176470588,71.53428290346037,50.298576022048714,40.27906976744186,71.90957190957194,72.54665863937385,41.921631776704245,48.32855778414517,60.805926996747374,0.11,0.0,0.0,0.03,0.08,6.9,11.8,2.1,1.4,1.6,6.0,6.2,3.7,66.37363425320488,1.0946262815485426,medium,26,-0.898,-1.5512000000000001,medium,False,,False,False,False,False,True,PUTT_Lag,OTT_Distance,PUTT_Lag+PUTT_BirdieConv; weak OTT_Distance
79,70,"Nakajima, Keita",NAKAJIMA_KEITA,deep,high,-0.14,72.01062887511073,-0.14,0.09,-0.01,-0.34,0.25,-0.27,80,0.0,0.7,1.7,76.78993663104134,77.19738562091504,77.12904743573293,46.026642168121285,61.30232558139536,78.83597883597884,79.53040337146294,30.70316693505099,34.049665711556834,72.26237802674376,0.01,0.0,0.0,0.0,0.01,7.0,11.9,2.1,1.3,1.9,6.1,5.9,3.5,68.67417072699045,-3.336458148120272,high,0,,0.0,none,True,A,False,False,False,False,True,PUTT_Lag,ARG_Rough,PUTT_Lag+PUTT_BirdieConv; weak ARG_Rough
80,88,"Svensson, Adam",SVENSSON_ADAM,deep,high,-0.45,66.51904340124004,-0.45,-0.39,0.23,0.24,-0.66,0.08,77,0.0,-9.2,2.5,82.52151707178663,82.82352941176471,82.8093588262971,39.0445567294442,39.06976744186047,50.43290043290044,49.45815773630337,60.11808910359635,64.51766953199618,73.02132273220093,0.07,0.01,0.0,0.02,0.04,6.8,11.7,2.0,1.3,1.7,6.0,6.1,3.6,66.61219355937146,0.09315015813142224,high,20,0.69,1.4864000000000002,medium,False,,False,False,False,True,False,APP_100-150,OTT_Accuracy,APP_100-150+APP_150-200; weak OTT_Accuracy
81,47,"Higgo, Garrick",HIGGO_GARRICK,deep,high,0.06,75.55358724534986,0.06,0.12,-0.4,-0.03,0.13,-0.31,79,0.0,5.0,-3.0,67.49267000851226,68.04183006535948,67.93703751229735,37.436839687643555,65.95348837209303,73.49687349687352,74.17218543046356,53.83789586688138,54.63228271251194,67.27502710516805,-0.05,-0.01,0.0,-0.01,-0.03,6.9,11.8,2.2,1.4,2.0,6.2,5.8,3.4,63.38801474802695,-12.165572497322913,high,10,0.558,2.0288,medium,False,,False,True,True,False,False,PUTT_Lag,OTT_Accuracy,PUTT_Lag+PUTT_BirdieConv; weak OTT_Accuracy
82,105,"Gomez, Fabian",GOMEZ_FABIAN,medium,medium,-0.6400000000000001,63.15323294951285,-0.8,-0.21,0.42,0.13,-0.68,0.34,66,0.0,-11.9,6.8,87.18433746335005,87.29411764705884,87.29629154369304,50.711988975654585,41.76744186046512,52.06830206830209,50.12040939193252,58.454106280193265,63.03724928366762,80.5204192265992,0.12,0.02,0.0,0.03,0.07,6.9,11.7,2.1,1.4,1.6,6.0,6.2,3.7,71.7565682452369,8.603335295724058,medium,17,-0.478,0.32720000000000005,medium,False,,False,False,False,True,False,APP_150-200,OTT_Distance,APP_150-200+APP_100-150; weak OTT_Distance
83,87,"Kim, Chan",KIM_CHAN,deep,high,-0.45,66.51904340124004,-0.45,-0.05,0.0,0.12,-0.59,0.08,99,0.0,-2.7,4.4,77.14934266527949,77.43267973856209,77.38141066769323,48.966467615985316,54.418604651162795,52.28475228475229,51.35460565924138,57.8636607622115,58.21394460362941,74.41272135887243,0.06,0.01,0.0,0.01,0.05,6.8,11.7,2.1,1.3,1.8,6.1,6.0,3.5,66.14882473089536,-0.37021867034468414,high,6,0.431,0.9432,medium,False,,False,False,False,True,False,APP_100-150,OTT_Accuracy,APP_100-150+APP_150-200; weak OTT_Accuracy
84,90,"Lebioda, Hank",LEBIODA_HANK,deep,high,-0.47,66.16474756421613,-0.47,-0.21,0.07,-0.02,-0.31,-0.16,77,0.0,-7.0,-2.8,78.91799867587251,79.0797385620915,79.02818768980708,31.786862655029868,45.95348837209303,61.85666185666187,62.25165562913904,49.597423510466996,55.15759312320916,70.67220816769064,0.01,0.02,0.0,0.01,-0.02,6.9,11.8,2.1,1.4,1.9,6.1,6.0,3.5,65.00301646713694,-1.1617310970791834,high,12,0.087,0.5399999999999999,medium,False,,False,False,False,True,False,APP_100-150,OTT_Accuracy,APP_100-150+APP_150-200; weak OTT_Accuracy
85,85,"Stanger, Jimmy",STANGER_JIMMY,medium,medium,-0.3625,68.06908768821968,-0.43,0.43,-1.04,0.1,0.34,-0.51,41,0.0,9.4,-1.2,52.54894542703112,52.983006535947716,52.863681081312286,46.485989894350034,78.51162790697674,79.05242905242906,79.86152919927748,66.34460547504024,61.46131805157593,60.93241778099024,-0.05,0.0,0.0,-0.02,-0.03,6.9,11.8,2.3,1.4,2.0,6.2,5.7,3.4,60.52397633858725,-7.545111349632435,medium,1,-7.511,-0.049600000000000005,low,False,,False,True,True,False,False,PUTT_Lag,OTT_Accuracy,PUTT_Lag+PUTT_BirdieConv; weak OTT_Accuracy
86,63,"Hughes, Mackenzie",HUGHES_MACKENZIE,medium,medium,-0.0625,73.38352524357839,-0.03,-0.24,-0.36,0.36,0.32,-0.24,69,0.0,1.7,-5.1,67.82370188215266,68.96209150326797,68.87805295350528,26.504363803399183,53.0232558139535,76.35882635882638,71.79409993979527,72.0343531937735,75.1193887297039,63.986266714853635,-0.11,-0.05,0.0,0.0,-0.06,6.8,11.5,2.1,1.4,2.0,6.1,5.8,3.4,62.46349329264599,-10.920031950932398,medium,6,0.391,1.1272,medium,False,,False,True,True,False,False,PUTT_BirdieConv,OTT_Accuracy,PUTT_BirdieConv+ARG_Bunker; weak OTT_Accuracy
87,62,"Moore, Taylor",MOORE_TAYLOR,deep,high,-0.02,74.13640389725423,-0.02,0.19,-0.42,0.21,0.12,-0.02,86,0.0,6.5,-4.8,66.83060626123144,67.57124183006536,67.44942042003508,35.23197060174553,69.11627906976744,73.23232323232325,70.59000602046959,63.177670424047236,62.94173829990449,71.05168052041923,-0.09,-0.02,0.0,-0.02,-0.04,6.9,11.7,2.1,1.3,2.0,6.2,5.7,3.3,63.128699949411555,-11.007703947842671,high,10,0.369,0.6528,medium,False,,False,True,True,False,False,PUTT_BirdieConv,OTT_Accuracy,PUTT_BirdieConv+PAR5_Scoring; weak OTT_Accuracy
88,103,"Champ, Cameron",CHAMP_CAMERON,medium,medium,-0.6175,63.55181576616475,-0.77,0.76,-0.34,-0.12,-0.15,0.3,65,0.0,20.8,0.8,69.87609949872316,69.45359477124184,69.29723255913426,56.132292145153905,97.95348837209302,68.25396825396824,72.00481637567727,58.1857219538379,49.904489016236866,82.74304300686664,-0.03,0.05,0.0,-0.04,-0.04,7.0,12.0,2.4,1.4,2.1,6.2,5.5,3.3,68.63268410210354,5.0808683359387885,medium,18,-0.173,0.4392,medium,False,,False,False,True,False,False,OTT_Distance,ARG_Bunker,OTT_Distance+PAR5_Scoring; weak ARG_Bunker
89,111,"Streelman, Kevin",STREELMAN_KEVIN,medium,medium,-0.7075,61.95748449955714,-0.89,-0.21,-0.23,-0.32,0.1,-0.76,55,0.0,-9.5,1.9,71.99470349002175,72.00000000000001,71.987681252406,41.01975195222785,43.81395348837209,72.70322270322274,73.35942203491868,36.71497584541063,39.398280802292255,60.3722443079147,0.07,0.03,0.0,0.02,0.02,6.9,11.8,2.2,1.4,1.8,6.0,6.1,3.6,64.48640652865838,2.5289220291012384,medium,40,0.292,-0.009599999999999997,medium,False,,False,False,False,False,True,PUTT_Lag,ARG_Rough,PUTT_Lag+PUTT_BirdieConv; weak ARG_Rough
90,79,"Dahmen, Joel",DAHMEN_JOEL,deep,high,-0.34,68.46767050487158,-0.34,0.15,-0.03,-0.24,-0.42,-0.11,76,0.0,-8.8,9.0,77.06422018348624,76.70588235294117,76.70986783010393,61.598530087276096,54.51162790697674,58.94660894660898,63.48585189644784,31.776704240472352,39.302769818529136,74.5030719190459,0.17,0.06,0.0,0.02,0.09,6.9,12.0,2.0,1.3,1.6,6.0,6.2,3.7,69.32540486372004,0.8577343588484609,high,18,-0.638,-1.4407999999999999,medium,False,,False,False,False,True,True,APP_Wedge,ARG_Rough,APP_Wedge+APP_150-200; weak ARG_Rough
91,80,"Skinns, David",SKINNS_DAVID,deep,high,-0.35,68.29052258635961,-0.35,-0.06,0.26,-0.13,-0.16,0.07,77,0.0,0.6,-1.7,83.45786437151234,83.55032679738562,83.48090166388639,36.33440514469455,57.02325581395349,65.82491582491585,68.42263696568328,43.10252281266774,49.37917860553963,77.46657029273581,-0.01,0.02,0.0,0.0,-0.04,6.9,11.9,2.1,1.4,1.9,6.1,5.9,3.4,68.61411243444857,0.3235898480889574,high,6,-2.242,-3.632,medium,False,,False,False,False,True,True,APP_100-150,OTT_Accuracy,APP_100-150+APP_150-200; weak OTT_Accuracy
92,93,"Van Rooyen, Erik",VAN ROOYEN_ERIK,deep,high,-0.57,64.39326837909655,-0.57,-0.01,-0.49,-0.1,0.01,-0.61,78,0.0,2.8,-3.1,65.34569185661591,65.90326797385622,65.83686214123786,34.86449242076253,60.465116279069775,70.32227032227034,70.92113184828413,49.70477724100913,50.95510983763132,61.23960968558004,-0.04,-0.01,0.0,0.0,-0.03,6.9,11.8,2.2,1.4,1.9,6.1,5.9,3.4,60.43754221951884,-3.955726159577715,high,2,-1.928,-0.027200000000000002,low,False,,False,True,True,False,False,PUTT_Lag,OTT_Accuracy,PUTT_Lag+PUTT_BirdieConv; weak OTT_Accuracy
93,71,"Jaeger, Stephan",JAEGER_STEPHAN,deep,high,-0.16,71.6563330380868,-0.16,-0.5,-0.26,0.47,0.2,-0.28,71,0.0,6.9,-8.9,70.34900217535231,71.3359477124183,71.21348218486675,14.193844740468538,50.23255813953489,73.18422318422319,70.65021071643584,78.52925389157274,80.89780324737343,61.52873147813516,-0.16,-0.04,0.0,-0.02,-0.1,6.8,11.6,2.1,1.4,2.1,6.2,5.7,3.3,60.81858370532807,-10.837749332758733,high,11,0.038,-0.1648,medium,False,,False,True,True,False,False,ARG_Bunker,OTT_Accuracy,ARG_Bunker+ARG_Rough; weak OTT_Accuracy
94,78,"Springer, Hayden",SPRINGER_HAYDEN,deep,high,-0.33,68.64481842338354,-0.33,0.17,-0.51,-0.11,0.36,-0.45,92,0.0,6.1,-5.5,65.03357609004067,65.45359477124184,65.33213567731725,33.21084060633901,68.37209302325581,79.5815295815296,80.40337146297406,49.114331723027384,50.429799426934096,64.99819298879653,-0.07,0.0,0.0,-0.01,-0.07,6.9,11.8,2.2,1.4,2.0,6.2,5.7,3.3,62.37119774371765,-6.273620679665889,high,8,1.344,4.3968,medium,False,,False,True,True,False,False,PUTT_Lag,OTT_Accuracy,PUTT_Lag+PUTT_BirdieConv; weak OTT_Accuracy
95,77,"Shipley, Neal",SHIPLEY_NEAL,deep,high,-0.26,69.88485385296724,-0.26,0.7,-0.51,-0.58,-0.59,-0.4,79,1.0,4.2,3.4,65.72401399791924,65.4326797385621,65.34924504897558,60.817638952687204,81.3953488372093,56.613756613756614,58.88019265502705,16.532474503489006,21.442215854823317,72.24430791470905,0.07,0.05,0.0,-0.01,0.04,7.0,12.0,2.1,1.3,1.9,6.1,5.8,3.5,61.057833996400255,-8.827019856566984,high,2,-3.62,-0.04000000000000001,low,False,,False,False,True,True,True,OTT_Distance,ARG_Rough,OTT_Distance+PAR5_Scoring; weak ARG_Rough
96,86,"Phillips, Chandler",PHILLIPS_CHANDLER,deep,high,-0.44,66.69619131975199,-0.44,-0.39,-0.75,0.26,0.26,-0.88,80,0.0,-5.8,-0.2,58.895299347394314,59.78562091503269,59.73737114504469,33.62425355994489,42.04651162790698,76.93602693602695,73.47983142685123,75.79173376274825,74.16427889207257,50.21684134441634,-0.01,-0.03,0.0,0.01,0.0,6.9,11.6,2.3,1.5,1.8,6.1,6.0,3.5,60.19957584642476,-6.496615473327232,high,6,-0.069,0.059199999999999996,medium,False,,False,False,True,False,False,PUTT_BirdieConv,OTT_Accuracy,PUTT_BirdieConv+ARG_Rough; weak OTT_Accuracy
97,91,"Wu, Dylan",WU_DYLAN,deep,high,-0.49,65.81045172719222,-0.49,-0.34,0.03,-0.12,-0.51,-0.43,76,0.0,-3.4,1.2,77.95327721554905,78.13856209150327,78.08717224859917,37.02342673403767,45.674418604651166,56.56565656565659,56.83323299217336,43.69296833064949,49.904489016236866,65.59450668594145,0.03,0.02,0.0,0.01,0.0,6.9,11.8,2.1,1.4,1.8,6.1,6.0,3.5,63.21651001797842,-2.5939417092137944,high,12,-0.213,0.8448,medium,False,,False,False,False,True,True,APP_100-150,OTT_Accuracy,APP_100-150+APP_150-200; weak OTT_Accuracy
98,138,"Nunez, Augusto",NUNEZ_AUGUSTO,medium,medium,-1.4275000000000002,49.202834366696194,-1.85,,,,,,60,0.0,1.7,-5.2,76.52511113212901,76.25620915032681,76.17092262286668,29.444189251263218,57.44186046511629,69.92544492544496,71.71884406983743,59.849704777240994,59.980897803247366,70.26563064691001,-0.01,0.04,0.0,-0.01,-0.06,6.9,11.8,2.3,1.5,2.0,6.1,5.8,3.4,66.6200764521465,17.41724208545031,medium,2,-1.928,-0.032,low,False,,False,True,False,False,False,APP_Wedge,OTT_Accuracy,APP_Wedge+APP_100-150; weak OTT_Accuracy
99,76,"Pavon, Matthieu",PAVON_MATTHIEU,deep,high,-0.24,70.23914968999114,-0.24,-0.06,-0.32,-0.11,0.17,-0.48,78,0.0,1.0,0.6,69.60181594627825,69.90326797385622,69.83617776637152,41.24942581534223,57.395348837209305,76.71957671957672,77.36303431667667,44.28341384863124,46.13180515759313,64.16696783520058,0.02,0.01,0.0,0.0,0.01,7.0,11.9,2.1,1.3,1.9,6.1,5.9,3.5,65.21149616095471,-5.027653529036428,high,0,,0.0,none,True,A,False,False,True,False,False,PUTT_Lag,OTT_Accuracy,PUTT_Lag+PUTT_BirdieConv; weak OTT_Accuracy
100,114,"Campbell, Brian",CAMPBELL_BRIAN,deep,high,-0.92,58.19309123117804,-0.92,-0.69,-0.47,-0.09,0.27,-1.26,76,1.0,-21.8,5.8,65.71455594438665,66.33202614379086,66.39291672013344,39.91731740927884,19.534883720930235,77.20057720057721,75.85791691751953,50.29522275899089,55.778414517669525,45.84387423202025,0.1,-0.01,0.0,0.05,0.06,6.9,11.7,2.2,1.5,1.6,5.9,6.4,3.7,62.434435544721026,4.241344313542989,high,10,0.952,3.8552,medium,False,,False,False,True,False,False,PUTT_BirdieConv,OTT_Distance,PUTT_BirdieConv+PUTT_Lag; weak OTT_Distance
